Name,State,Prog Length,School Type,2013_DRate,2012_DRate,2011DRate
WEST VIRGINIA UNIVERSITY - PARKERSBURG,WV,6,1,22.8,28,30.5
TEXAS BARBER COLLEGES & HAIRSTYLING SCHOOLS,TX,3,3,22.8,23.3,24.1
CRAVEN COMMUNITY COLLEGE,NC,5,1,22.8,14.1,19.8
INTERNATIONAL ACADEMY,FL,3,3,22.8,22.5,21.8
NEW MEXICO JUNIOR COLLEGE,NM,5,1,22.8,28.3,29.8
INTERNATIONAL COLLEGE OF BROADCASTING,OH,5,3,22.8,26.2,32.6
ROSS MEDICAL EDUCATION CENTER,MI,5,3,22.7,19,18.7
ARKANSAS BAPTIST COLLEGE,AR,6,2,22.7,25.4,25.9
COLLEGE OF THE REDWOODS,CA,5,1,22.7,23.8,24.7
AUTOMECA TECHNICAL COLLEGE,PR,3,3,22.7,23,23.3
CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE,IL,5,1,22.7,10,18.5
UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,3,3,22.7,20,24
TIFFIN UNIVERSITY,OH,8,2,22.6,24.6,18.9
SOUTH ARKANSAS COMMUNITY COLLEGE,AR,5,1,22.6,19.4,21.9
MIDWEST INSTITUTE,MO,5,3,22.6,24.8,27.1
ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING,MO,3,3,22.6,22.7,42.8
NORTH CENTRAL OPPORTUNITIES INDUSTRIALIZATION CENTER,WV,3,2,22.6,21.4,34.4
INSTITUTO TECNOLOGICO DE SANTO DOMINGO,FC,8,6,22.6,18.3,15.1
IVY TECH COMMUNITY COLLEGE OF INDIANA,IN,5,1,22.5,22.5,23.2
OWENS STATE COMMUNITY COLLEGE,OH,5,1,22.5,26.3,32.2
BUTTE COLLEGE,CA,5,1,22.5,25.3,26
SBI CAMPUS - AN AFFILIATE OF SANFORD-BROWN,NY,5,3,22.5,24.7,21.4
HUSTON - TILLOTSON UNIVERSITY,TX,8,2,22.5,23.1,28
CHESTER CAREER COLLEGE,VA,5,3,22.5,24.1,21.6
PARK WEST BARBER SCHOOL,NC,3,3,22.5,21.7,46.1
COLLEGE OF THE DESERT,CA,5,1,22.5,17.8,23
AVALON SCHOOL OF COSMETOLOGY,CA,3,3,22.5,16.7,14.1
COASTAL CAROLINA COMMUNITY COLLEGE,NC,5,1,22.5,47.3,0
AVEDA INSTITUTE TWIN FALLS,ID,4,3,22.5,23.4,15.6
BUCKNER BARBER SCHOOL,TX,3,3,22.5,21.4,0
RIO SALADO COMMUNITY COLLEGE,AZ,5,1,22.4,29.9,24.9
BLUEGRASS COMMUNITY & TECHNICAL COLLEGE,KY,5,1,22.4,24,24
BRIGHTWOOD COLLEGE,TX,5,3,22.4,21.6,27.7
MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,WV,5,1,22.4,24.2,22.4
MESABI RANGE COLLEGE,MN,5,1,22.4,23.4,22.9
CENTRAL CHRISTIAN COLLEGE OF KANSAS,KS,6,2,22.4,16.4,9.6
CHARLESTON COSMETOLOGY INSTITUTE,SC,3,3,22.4,14.1,18.8
NORTH CENTRAL INSTITUTE,TN,5,3,22.4,20.3,25
EAGLE GATE COLLEGE,UT,6,3,22.3,19.6,27.9
BLACK RIVER TECHNICAL COLLEGE,AR,5,1,22.3,24.3,29.1
ARIZONA COLLEGE,AZ,6,3,22.3,20.6,22
JOHNSTON COMMUNITY COLLEGE,NC,5,1,22.3,22.2,22.1
BRIGHTWOOD CAREER INSTITUTE,PA,5,3,22.3,26.3,24.5
CATAWBA VALLEY COMMUNITY COLLEGE,NC,5,1,22.3,24.1,19.6
UTICA SCHOOL OF COMMERCE,NY,5,3,22.3,20.3,13.8
LAMAR COMMUNITY COLLEGE,CO,5,1,22.3,14.9,23.4
EVEREST INSTITUTE,MI,5,2,22.2,17.9,21.4
TYLER JUNIOR COLLEGE,TX,6,1,22.2,22,20.6
CENTER FOR EMPLOYMENT TRAINING,CA,3,2,22.2,24.6,22.2
EVEREST COLLEGE,OR,5,2,22.2,19.4,21.7
EVEREST COLLEGE,MO,6,2,22.2,20.7,21.5
SOUTH GEORGIA STATE COLLEGE,GA,6,1,22.2,21.2,22.2
OLYMPIAN ACADEMY OF COSMETOLOGY,NM,3,3,22.2,24.6,22.6
SUNY FULTON-MONTGOMERY COMMUNITY COLLEGE,NY,5,1,22.2,20.3,17.6
SAINT AUGUSTINE'S UNIVERSITY,NC,6,2,22.2,23.3,36.6
YAVAPAI COLLEGE,AZ,5,1,22.2,23.2,19.3
TREND SETTERS' ACADEMY OF BEAUTY CULTURE,KY,4,3,22.2,29.4,31.1
CONTRA COSTA COLLEGE,CA,5,1,22.2,25.3,20.4
MERRITT COLLEGE,CA,5,1,22.2,28.1,24.1
SOUTHEAST TEXAS CAREER INSTITUTE,TX,3,3,22.2,16.6,20.9
GREENE COUNTY CAREER CENTER,OH,2,1,22.2,20,13.8
ADIRONDACK BEAUTY SCHOOL,NY,3,3,22.2,19.4,23.8
ALASKA CHRISTIAN COLLEGE,AK,5,2,22.2,20,19
PRYOR BEAUTY COLLEGE,OK,3,3,22.2,23.9,21.4
ASI CAREER INSTITUTE,NJ,2,3,22.2,0,0
CHEMEKETA COMMUNITY COLLEGE,OR,5,1,22.1,23.3,21.9
EVEREST COLLEGE,WA,5,2,22.1,15,17.6
CENTRAL ALABAMA COMMUNITY COLLEGE,AL,5,1,22.1,21.9,26.3
PONCE PARAMEDICAL COLLEGE (POPAC),PR,5,3,22.1,20.4,21.5
CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY,FL,5,3,22.1,21.3,26.6
CLOVER PARK TECHNICAL COLLEGE,WA,6,1,22,16.7,18.7
WENATCHEE VALLEY COLLEGE,WA,6,1,22,22.4,24.6
SHASTA COLLEGE,CA,6,1,22,19.2,18.2
SARASOTA SCHOOL OF MASSAGE THERAPY,FL,2,3,22,16.2,13
MOUNT HOOD COMMUNITY COLLEGE,OR,5,1,21.9,20.3,22
HOCKING TECHNICAL COLLEGE,OH,5,1,21.9,23.6,34.1
COPIAH-LINCOLN COMMUNITY COLLEGE,MS,5,1,21.9,25.1,19.4
VENTURA COLLEGE,CA,5,1,21.9,18.2,20.4
LASSEN COLLEGE,CA,5,1,21.9,32.3,30.8
POPLAR BLUFF TECHNICAL CAREER CENTER,MO,3,1,21.9,19.3,24.5
HDS TRUCK DRIVING INSTITUTE,AZ,2,3,21.9,31.4,16.3
UEI COLLEGE,CA,3,3,21.8,15.8,23.7
FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,5,1,21.8,22.3,26.2
SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,OK,6,3,21.8,16.8,24.1
WINDWARD COMMUNITY COLLEGE,HI,5,1,21.8,19.6,19.6
CLATSOP COMMUNITY COLLEGE,OR,5,1,21.8,14.5,22.9
VANITY SCHOOL OF COSMETOLOGY,OH,3,3,21.8,22.9,17.3
SINCLAIR COMMUNITY COLLEGE,OH,5,1,21.7,24.1,27.7
CHATTANOOGA STATE COMMUNITY COLLEGE,TN,5,1,21.7,21.4,23.9
PUEBLO COMMUNITY COLLEGE,CO,6,1,21.7,19.5,27.2
BRIGHTWOOD COLLEGE,TX,5,3,21.7,20.1,25.1
EAST GEORGIA STATE COLLEGE,GA,6,1,21.7,22.5,22.6
AUGUSTA TECHNICAL COLLEGE,GA,5,1,21.7,21.8,0
MEDTECH INSTITUTE,GA,5,3,21.7,21.5,25
LAREDO COMMUNITY COLLEGE,TX,5,1,21.7,19,18.5
GALLIPOLIS CAREER COLLEGE,OH,5,3,21.7,22.3,29.3
ARLINGTON MEDICAL INSTITUTE,TX,2,3,21.7,22.2,31.6
CASCADE BEAUTY COLLEGE,WA,3,3,21.7,22.5,23.5
MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,MN,5,1,21.6,21.5,21
JACKSON COLLEGE,MI,6,1,21.6,24.2,21.6
LACKAWANNA COLLEGE,PA,5,2,21.6,18.5,18.6
MUSKEGON COMMUNITY COLLEGE,MI,5,1,21.6,18.3,15.1
VIRGINIA SCHOOL OF MASSAGE,VA,2,3,21.6,15.8,29.4
JACKSONVILLE BEAUTY INSTITUTE,FL,3,3,21.6,16.3,25.2
HEALTH AND STYLE INSTITUTE,NC,3,3,21.6,21.5,34
CHARLESTON SCHOOL OF BEAUTY CULTURE,WV,4,3,21.6,15.5,28.2
SANFORD-BROWN COLLEGE,FL,5,3,21.5,23.6,22.1
TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,5,1,21.5,25.3,20.5
SIERRA COLLEGE,CA,5,1,21.5,20.2,19.2
SAN JOAQUIN DELTA COLLEGE,CA,5,1,21.5,22.3,28.5
VICTOR VALLEY COMMUNITY COLLEGE,CA,5,1,21.5,22.7,24.6
HARRIS SCHOOL OF BUSINESS,DE,3,3,21.5,21.4,29.3
BATES TECHNICAL COLLEGE,WA,5,1,21.5,20.1,18.1
LAMAR STATE COLLEGE - PORT ARTHUR,TX,5,1,21.5,16.4,25
ANDREW COLLEGE,GA,5,2,21.5,18.2,21.3
KELLOGG COMMUNITY COLLEGE,MI,5,1,21.4,19.7,25.8
COLLEGE OF HEALTH CARE PROFESSIONS (THE),TX,6,3,21.4,24.4,25.8
DAVIDSON COUNTY COMMUNITY COLLEGE,NC,5,1,21.4,20.1,22
BAKERSFIELD COLLEGE,CA,6,1,21.4,21.3,27.7
ARTISTIC NAILS & BEAUTY ACADEMY,FL,3,3,21.4,13.9,20.5
COLUMBIA GORGE COMMUNITY COLLEGE,OR,5,1,21.4,31.6,19.5
TRUMBULL BUSINESS COLLEGE,OH,5,3,21.4,20.6,22.4
ACADEMY OF ESTHETICS AND COSMETOLOGY,CA,3,3,21.4,31.9,31.5
LE CORDON BLEU COLLEGE OF CULINARY ARTS,AZ,6,3,21.3,21,26.4
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),PR,8,2,21.3,23.6,26.2
CLEVELAND STATE COMMUNITY COLLEGE,TN,3,1,21.3,18.6,18
NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,5,1,21.3,24.9,26.3
MARTIN UNIVERSITY,IN,8,2,21.3,32.9,30.2
RUST COLLEGE,MS,6,2,21.3,21.7,23.7
YUBA COLLEGE,CA,5,1,21.3,25.7,37.1
HAIR ACADEMY II,MD,3,3,21.3,26.4,36.2
SANFORD-BROWN COLLEGE,IL,6,3,21.2,23.7,25.6
WICHITA AREA TECHNICAL COLLEGE,KS,5,1,21.2,21,20
SOUTHEASTERN COMMUNITY COLLEGE,IA,5,1,21.2,22.4,23.5
"JOHN PAOLO'S XTREME BEAUTY, GOLDWELL PRODUCTS ARTISTRY",NY,3,3,21.2,20.8,20
ROB ROY ACADEMY,MA,3,3,21.2,19,18.1
FRENCH ACADEMY OF COSMETOLOGY,MI,3,3,21.2,12,22.6
GLENDALE COMMUNITY COLLEGE,AZ,5,1,21.1,22,18.1
BRANFORD HALL CAREER INSTITUTE,CT,3,3,21.1,22.4,26.2
MID MICHIGAN COMMUNITY COLLEGE,MI,5,1,21.1,17.1,17.3
VATTEROTT COLLEGE,IL,5,3,21.1,15.2,18.7
HIGHLAND COMMUNITY COLLEGE,IL,5,1,21.1,19.4,24.1
BENNETT CAREER INSTITUTE,DC,3,3,21.1,23.3,34.4
TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER,OH,3,1,21.1,12,11.7
BARBER SCHOOL (THE),UT,3,3,21.1,50,0
SANFORD-BROWN COLLEGE,GA,5,3,21,22.4,20.3
CENTRAL OHIO TECHNICAL COLLEGE,OH,5,1,21,21.7,23.5
NORTHEAST STATE COMMUNITY COLLEGE,TN,5,1,21,21.8,23.9
NORTHWEST - SHOALS COMMUNITY COLLEGE,AL,5,1,21,23.2,26.3
EAST CENTRAL COMMUNITY COLLEGE,MS,5,1,21,18.9,24.6
ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE,NC,5,1,21,19.7,17.6
MADISONVILLE COMMUNITY COLLEGE,KY,5,1,21,18.4,18.4
EMPLOYMENT SOLUTIONS,KY,4,2,21,22.4,26
PAUL QUINN COLLEGE,TX,6,2,21,28.4,22.6
PIMA COUNTY COMMUNITY COLLEGE,AZ,5,1,20.9,21.3,20.6
METROPOLITAN COMMUNITY COLLEGE,MO,5,1,20.9,18.2,18
JEFFERSON COLLEGE,MO,5,1,20.9,22.5,21.8
EAST CENTRAL COLLEGE,MO,5,1,20.9,20.5,21.3
WESTERN NEVADA COLLEGE,NV,6,1,20.9,26.6,22
AVALON SCHOOL OF COSMETOLOGY,AZ,3,3,20.9,18.5,20.5
CASPER COLLEGE,WY,5,1,20.9,21.7,21.5
CLOVIS COMMUNITY COLLEGE,NM,5,1,20.9,20,26.7
MID-EAST CAREER AND TECHNOLOGY CENTERS - ADULT EDUCATION,OH,3,1,20.9,14.8,19.8
ELAINE P. NUNEZ COMMUNITY COLLEGE,LA,5,1,20.9,12.9,19.1
PAUL MITCHELL THE SCHOOL ROANOKE,VA,3,3,20.9,18,30.5
MERCER COUNTY CAREER CENTER,PA,3,1,20.9,10.5,16.6
SANFORD-BROWN COLLEGE,FL,6,3,20.8,,26.6
HORRY - GEORGETOWN TECHNICAL COLLEGE,SC,5,1,20.8,20.2,20.8
LEE COLLEGE,TX,5,1,20.8,22.8,22.3
BAYAMON CENTRAL UNIVERSITY,PR,8,2,20.8,17.7,16.4
ALLIANCE CITY SCHOOLS CAREER CENTRE,OH,3,1,20.8,23.8,18.3
NEW SCHOOL CENTER FOR MEDIA,NY,3,3,20.8,17.3,29.1
AMERICAN ACADEMY OF COSMETOLOGY,FL,3,3,20.8,36.9,38.8
CUYAHOGA COMMUNITY COLLEGE,OH,5,1,20.7,23,26.3
CLACKAMAS COMMUNITY COLLEGE,OR,5,1,20.7,21.2,18.7
ANTELOPE VALLEY COLLEGE,CA,5,1,20.7,26.1,26.9
ROSS MEDICAL EDUCATION CENTER,MI,5,3,20.7,18.7,16.1
ATLANTA TECHNICAL COLLEGE,GA,5,1,20.7,25.9,0
OHIO BUSINESS COLLEGE,OH,5,3,20.7,21,21.8
BRIGHTWOOD COLLEGE,MD,5,3,20.7,22.1,23.4
HOWARD COUNTY JUNIOR COLLEGE DISTRICT,TX,5,1,20.7,19.5,26.4
ULSTER COUNTY COMMUNITY COLLEGE,NY,5,1,20.7,14.2,17.4
HOLLYWOOD INSTITUTE OF BEAUTY CAREERS,FL,3,3,20.7,21.2,13.1
OCONEE FALL LINE TECHNICAL COLLEGE,GA,5,1,20.7,11.1,0
VISTA COLLEGE,TX,6,3,20.7,29.1,10.3
DIVERS ACADEMY OF THE EASTERN SEABOARD,NJ,3,3,20.7,16.9,17
SCHILLER INTERNATIONAL UNIVERSITY,FL,8,3,20.7,17.1,22.8
DES MOINES AREA COMMUNITY COLLEGE,IA,5,1,20.6,25.8,28.7
CLARK COLLEGE,WA,6,1,20.6,20.3,19
SOUTHERN CAREERS INSTITUTE,TX,3,3,20.6,14.7,20.6
MILAN INSTITUTE OF COSMETOLOGY,TX,4,3,20.6,21.8,25
SAN JUAN COLLEGE,NM,5,1,20.6,22.6,22.7
EVEREST COLLEGE,NV,5,2,20.6,21.8,24.5
PHILANDER SMITH COLLEGE,AR,6,2,20.6,15.6,16.4
MONTEREY PENINSULA COLLEGE,CA,5,1,20.6,21.4,23.3
OLIVER FINLEY ACADEMY OF COSMETOLOGY,ID,4,3,20.6,13.8,20
MITCHELL'S HAIR STYLING ACADEMY,NC,3,3,20.6,20,21.8
BATON ROUGE COMMUNITY COLLEGE,LA,5,1,20.5,23.3,32.8
GATEWAY COMMUNITY COLLEGE,AZ,5,1,20.5,18.2,17.3
LINCOLN UNIVERSITY,MO,8,1,20.5,20.7,25.4
MEDTECH COLLEGE,VA,5,3,20.5,17.4,20
OLYMPIC COLLEGE,WA,6,1,20.5,16.9,15.2
NEW RIVER COMMUNITY COLLEGE,VA,5,1,20.5,19.4,18.7
BAY DE NOC COMMUNITY COLLEGE,MI,5,1,20.5,23.9,20.4
HIBBING COMMUNITY COLLEGE,MN,5,1,20.5,24.5,25.4
LAURUS COLLEGE,CA,5,3,20.5,24,16
WEST HILLS COLLEGE LEMOORE,CA,5,1,20.5,19.2,20
CROSSROADS BIBLE COLLEGE,IN,6,2,20.5,15.4,18.3
HERITAGE BIBLE COLLEGE,NC,6,2,20.5,20.2,23.9
SIERRA VALLEY COLLEGE OF COURT REPORTING,CA,11,3,20.5,9.5,22.2
SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,3,1,20.5,15.7,12
ATLANTA BEAUTY & BARBER ACADEMY,GA,3,3,20.5,6.6,0
TRIDENT TECHNICAL COLLEGE,SC,5,1,20.4,18.9,16.5
BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE,WV,5,1,20.4,20.4,24.6
LOS ANGELES CITY COLLEGE,CA,5,1,20.4,24.6,22.6
COAST CAREER INSTITUTE,CA,4,3,20.4,47.2,55.7
NATIONAL INSTITUTE OF MASSOTHERAPY -,OH,5,3,20.4,19.5,9.7
HOUSTON COMMUNITY COLLEGE,TX,5,1,20.3,22.2,17.6
COLLEGE OF SOUTHERN IDAHO,ID,5,1,20.3,20.7,23.9
SACRAMENTO CITY COLLEGE,CA,5,1,20.3,23.2,20.6
WEST GEORGIA TECHNICAL COLLEGE,GA,5,1,20.3,20.6,0
ENTERPRISE STATE COMMUNITY COLLEGE,AL,5,1,20.3,23.2,25
GLEN OAKS COMMUNITY COLLEGE,MI,5,1,20.3,19.6,17.7
COLLEGE OF THE MAINLAND,TX,5,1,20.3,13.8,36.8
WESTERN HILLS SCHOOL OF BEAUTY & HAIR DESIGN,OH,4,3,20.3,7.4,13
BRAZOSPORT COLLEGE,TX,6,1,20.3,21.1,18.4
BRIGHTWOOD CAREER INSTITUTE,PA,5,3,20.2,25,26.1
AIMS COMMUNITY COLLEGE,CO,5,1,20.2,16.4,25
CENTRAL PIEDMONT COMMUNITY COLLEGE,NC,5,1,20.2,21.5,0
MARION TECHNICAL COLLEGE,OH,5,1,20.2,22.2,24.4
SAVANNAH TECHNICAL COLLEGE,GA,5,1,20.2,23,0
CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE,IL,5,1,20.2,17.5,0
STEVENS - THE INSTITUTE OF BUSINESS & ARTS,MO,6,3,20.2,19,18.6
CAREER & TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY,OH,4,1,20.2,14.2,0
AMERICAN PUBLIC UNIVERSITY SYSTEM,WV,8,3,20.1,23.3,13
EAST MISSISSIPPI COMMUNITY COLLEGE,MS,5,1,20.1,20.9,22.3
TULSA WELDING SCHOOL,OK,5,3,20.1,21.4,21.1
INDIAN RIVER STATE COLLEGE,FL,6,1,20.1,18.9,18.7
EL CENTRO COLLEGE,TX,5,1,20.1,18.6,17.2
WESTERN NEW MEXICO UNIVERSITY,NM,8,1,20.1,24.7,28.3
METRO BUSINESS COLLEGE,MO,5,3,20.1,22.9,24.8
WEST SHORE COMMUNITY COLLEGE,MI,5,1,20.1,22.9,22.6
LE CORDON BLEU COLLEGE OF CULINARY ARTS,CA,5,3,20,23.6,25.9
CINCINNATI STATE TECHNICAL & COMMUNITY COLLEGE,OH,5,1,20,20.7,21.9
IOWA CENTRAL COMMUNITY COLLEGE,IA,5,1,20,22.2,22.4
SALTER COLLEGE,MA,6,3,20,15.9,11.7
LOS ANGELES FILM SCHOOL (THE),CA,6,3,20,17.1,17
NATIONAL PARK COLLEGE,AR,5,1,20,26,23.8
MID-STATE TECHNICAL COLLEGE,WI,5,1,20,15.9,18.5
SPARTANBURG COMMUNITY COLLEGE,SC,5,1,20,18.3,18.9
BROADVIEW UNIVERSITY,UT,8,3,20,20.5,21.7
EDISON STATE COMMUNITY COLLEGE,OH,5,1,20,19.7,20.9
FOOTHILL COLLEGE,CA,6,1,20,13.5,15.8
UNIVERSITY OF SOUTH CAROLINA - LANCASTER,SC,6,1,20,20.5,16.9
WARREN COUNTY CAREER CENTER,OH,4,1,20,26.3,29.7
FLORIDA EDUCATION INSTITUTE,FL,5,3,20,13.5,12.7
"COSMETOLOGY CAREERS UNLIMITED COLLEGE OF HAIR, SKIN, AND NAILS",MN,3,3,20,25,14.6
PAUL MITCHELL THE SCHOOL DANBURY,CT,3,3,20,10.1,15.6
AMERICAN BAPTIST THEOLOGICAL SEMINARY,TN,8,2,20,12.9,0
DEWOLFF HAIRSTYLING AND COSMETOLOGY INSTITUTE,NM,3,3,20,17.2,21.5
CERRO COSO COMMUNITY COLLEGE,CA,5,1,20,22.7,19.6
PALMETTO BEAUTY SCHOOL,SC,3,3,20,40,0
NORTHERN TIER CAREER CENTER,PA,3,1,20,17.6,6
BUTTE ACADEMY OF BEAUTY CULTURE,MT,4,3,20,16.6,9.8
FOUR RIVERS CAREER CENTER,MO,3,1,20,13.5,3.2
J SARGEANT REYNOLDS COMMUNITY COLLEGE,VA,5,1,19.9,16.4,19
BRIGHTWOOD CAREER INSTITUTE,PA,5,3,19.9,22.8,25.9
NORTHCENTRAL TECHNICAL COLLEGE,WI,5,1,19.9,21.5,14
EASTFIELD COLLEGE,TX,5,1,19.9,18.5,17.7
TRINIDAD STATE JUNIOR COLLEGE,CO,5,1,19.9,20.2,26.9
HAMILTON TECHNICAL COLLEGE,IA,6,3,19.9,23.7,21.9
LANSING COMMUNITY COLLEGE,MI,5,1,19.8,24.9,31.8
STEVENS HENAGER COLLEGE,UT,8,3,19.8,25.3,27.1
SPOKANE COMMUNITY COLLEGE,WA,5,1,19.8,21.6,27.3
FORTIS COLLEGE,AL,5,3,19.8,9.5,12.2
COLLEGE OF WESTERN IDAHO,ID,5,1,19.8,23.3,20.2
AMERICAN INSTITUTE,CT,4,3,19.8,16.7,17.1
EASTERN COLLEGE OF HEALTH VOCATIONS,AR,2,3,19.8,21.8,17
SOUTHWESTERN OREGON COMMUNITY COLLEGE,OR,5,1,19.8,19.4,16.5
COLLEGEAMERICA - FLAGSTAFF,AZ,6,3,19.8,26.2,26.3
NORTH CENTRAL MICHIGAN COLLEGE,MI,5,1,19.8,15.6,16.6
BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,MA,6,1,19.8,22.4,26
CALIFORNIA HEALING ARTS COLLEGE,CA,3,3,19.8,26.6,18.3
BRIGHTWOOD COLLEGE,TX,5,3,19.7,20.7,25.6
VISTA COLLEGE,TX,5,3,19.7,12.8,12.8
UTAH COLLEGE OF MASSAGE THERAPY,UT,3,3,19.7,20.1,19.7
DE ANZA COMMUNITY COLLEGE,CA,5,1,19.7,18.3,17.1
MISSOURI COLLEGE,MO,6,3,19.7,22.6,18.3
CAREER TECHNICAL INSTITUTE,DC,5,3,19.7,18,21.7
EL CAMINO COLLEGE,CA,5,1,19.7,16.7,20.6
GREAT BASIN COLLEGE,NV,6,1,19.7,19.7,16.9
KNOX COUNTY CAREER CENTER,OH,3,1,19.7,20,15.3
SCOTT COLLEGE OF COSMETOLOGY,WV,4,3,19.7,12.9,37.8
WEST VIRGINIA BUSINESS COLLEGE,WV,5,3,19.7,20,19.2
"MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT",NY,3,1,19.7,14.5,11.1
ADRIANS BEAUTY COLLEGE OF TURLOCK,CA,3,3,19.7,21.4,28.5
AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES,IA,4,3,19.7,30.8,33.8
NEW MEXICO STATE UNIVERSITY,NM,8,1,19.6,20.2,19.9
LE CORDON BLEU COLLEGE OF CULINARY ARTS,TX,5,3,19.6,27.4,26.7
EASTERN FLORIDA STATE COLLEGE,FL,6,1,19.6,19,17.2
CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE,NY,5,1,19.6,23.1,24.9
AMARILLO COLLEGE,TX,5,1,19.6,20.4,22.3
COMMUNITY COLLEGE OF VERMONT,VT,5,1,19.6,20.4,23.1
SOUTHWESTERN MICHIGAN COLLEGE,MI,5,1,19.6,24.9,32.7
ALLEN COUNTY COMMUNITY COLLEGE,KS,5,1,19.6,18,23.4
ARKANSAS STATE UNIVERSITY - BEEBE,AR,5,1,19.6,20,18.4
DURHAM TECHNICAL COMMUNITY COLLEGE,NC,5,1,19.6,19.5,0
LOVE BEAUTY SCHOOL,TN,3,3,19.6,20,32.4
COACHELLA VALLEY BEAUTY COLLEGE,CA,3,3,19.6,24.5,19.6
HENRY FORD COLLEGE,MI,6,1,19.5,21.8,25.2
MILWAUKEE AREA TECHNICAL COLLEGE,WI,5,1,19.5,19.9,19.7
DELGADO COMMUNITY COLLEGE,LA,5,1,19.5,18.3,17.7
MOHAWK VALLEY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEG,NY,5,1,19.5,18.6,17.3
PEARL RIVER COMMUNITY COLLEGE,MS,5,1,19.5,22.1,22
BLUEFIELD STATE COLLEGE,WV,6,1,19.5,23.7,26.8
BLUE RIDGE COMMUNITY COLLEGE,VA,5,1,19.5,19.3,17.4
LEMOYNE - OWEN COLLEGE,TN,6,2,19.5,20.7,19
CEDAR VALLEY COLLEGE,TX,5,1,19.5,16,19.6
SAN JOSE CITY COLLEGE,CA,5,1,19.5,17,14.1
CULINARY INSTITUTE LENOTRE,TX,5,3,19.5,21,22
METRO BEAUTY ACADEMY,PA,3,3,19.5,15.3,22.3
FORREST COLLEGE,SC,5,3,19.5,25.2,23.9
"MISSISSIPPI INSTITUTE OF AESTHETICS, NAILS, & COSMETOLOGY",MS,3,3,19.5,17.5,17.3
SANFORD-BROWN COLLEGE,TX,5,3,19.4,22.2,19.6
EVEREST COLLEGE,CO,5,2,19.4,17.7,21.8
DYERSBURG STATE COMMUNITY COLLEGE,TN,5,1,19.4,23.4,22.6
JOHNSON C SMITH UNIVERSITY,NC,8,2,19.4,21.5,27.4
WASHINGTON STATE COMMUNITY COLLEGE,OH,5,1,19.4,20.3,22.8
BRIGHTWOOD COLLEGE,MD,5,3,19.4,16.7,16.8
OGLE SCHOOL HAIR SKIN NAILS,TX,3,3,19.4,22.4,26.7
MARTIN METHODIST COLLEGE,TN,8,2,19.4,15.1,21.7
BIG BEND COMMUNITY COLLEGE,WA,5,1,19.4,22.5,23
CENTRAL VIRGINIA COMMUNITY COLLEGE,VA,5,1,19.4,15.7,0
ROSEBURG BEAUTY COLLEGE,OR,4,3,19.4,16.1,16.1
LANEY COLLEGE,CA,5,1,19.4,18.8,10.8
SALON PROFESSIONAL ACADEMY (THE),PA,3,3,19.4,14.9,20.2
BROWN MACKIE COLLEGE (THE),KS,6,3,19.3,18,19.2
ART INSTITUTE OF PHOENIX (THE),AZ,6,3,19.3,18.1,24.6
FULL SAIL UNIVERSITY,FL,8,3,19.3,21,19.7
COLUMBUS STATE COMMUNITY COLLEGE,OH,5,1,19.3,21.3,21.3
FLORIDA TECHNICAL COLLEGE,FL,6,3,19.3,14.2,14.4
NORTHWESTERN MICHIGAN COLLEGE,MI,6,1,19.3,17,18.4
CROWDER COLLEGE,MO,5,1,19.3,18.4,21.5
COLUMBUS TECHNICAL COLLEGE,GA,5,1,19.3,16.6,0
MOUNTAIN VIEW COLLEGE,TX,5,1,19.3,14.9,16.5
BRIGHTWOOD COLLEGE,OH,5,3,19.3,20.4,26.7
WEST LOS ANGELES COLLEGE,CA,5,1,19.3,14.3,20
GERMANNA COMMUNITY COLLEGE,VA,5,1,19.3,11.4,0
"GUTI, THE PREMIER BEAUTY AND WELLNESS ACADEMY",FL,3,3,19.3,41.7,37.1
CANADA COLLEGE,CA,5,1,19.3,10.7,12.5
VICTORIA BEAUTY COLLEGE,TX,3,3,19.3,9.8,16.8
